features,levels,decision,supportRHS,accuracyRHS,Therotical_Accuracy,cuts,cut1,cut2,cut3,cut4,Combinatorial_gain
LOC701920,1,NonProt,12,0.91987,0.8,value<cut,5.27,,,,-0.11987
TMX2,3,Prot,10,0.90455,0.0867579908675799,value>cut,3.24,,,,-0.81779200913242
KIR3DL0,1,NonProt,11,0.91667,0.8,value<cut,2.9505,,,,-0.11667
KRTAP29.1,2,NonProt,11,0.91667,0.785714285714286,cut<value<cut,-5.023,-4.338,,,-0.130955714285714
LOC702786,2,NonProt,11,0.91667,0.785714285714286,cut<value<cut,-5.0229,-2.3455,,,-0.130955714285714
LOC709056,1,NonProt,11,0.88889,0.846153846153846,value<cut,-0.40267,,,,-0.0427361538461538
X00000037843,1,Prot,11,0.91667,0.0699476845572564,value<cut,2.46806,,,,-0.846722315442744
VSTM1,1,Prot,11,0.91667,0.0699476845572564,value<cut,4.34514,,,,-0.846722315442744
STARD8,2,Prot,11,0.91667,0.247091033538672,cut<value<cut,0.6394,1.4946,,,-0.669578966461328
LTC4S,1,Prot,11,0.91667,0.140960562280359,value<cut,-0.4734,,,,-0.775709437719641
FABP5,1,Prot,11,0.91667,0.621342512908778,value<cut,1.9987,,,,-0.295327487091222
X00000064715,3,Prot,10,0.90909,0.152901313002965,value>cut,1.8839,,,,-0.756188686997035
"LOC701920,KRTAP29.1","3,1",Prot,6,0.85714,0.31378379614804,"value>cut,value<cut",5.525,-5.0055,,,-0.54335620385196
"THRB,X00000058729","1,3",Prot,6,0.88929,0.310938845822567,"value<cut,value>cut",-4.87374,-2.3494,,,-0.578351154177433
"TMEM38A,X00000058729","1,3",Prot,6,0.86607,0.375650364203954,"value<cut,value>cut",2.7915,-2.3497,,,-0.490419635796046
"LOC709056,SDK2","3,3",Prot,6,0.89732,0.64108795214506,"value>cut,value>cut",0.6909,0.59215,,,-0.25623204785494
"KRTAP29.1,LTC4S","1,1",Prot,6,0.85714,0.771075841347382,"value<cut,value<cut",-5.02017,-0.464,,,-0.0860641586526178
"LOC719667,KRTAP29.1","1,1",Prot,6,0.85714,0.354305490986105,"value<cut,value<cut",4.2055,-5.0055,,,-0.502834509013895
"STARD8,X00000058729","2,3",Prot,6,0.90476,0.0716360441947661,"cut<value<cut,value>cut",0.64323,1.4421,-2.39103,,-0.833123955805234
"X00000037843,KRTAP29.1","1,1",Prot,6,1,0.102589030646585,"value<cut,value<cut",2.4673,-5.0055,,,-0.897410969353415
"X00000037843,LOC719667","1,1",Prot,6,1,0.151549967962173,"value<cut,value<cut",2.4673,4.2055,,,-0.848450032037827
"X00000053012,ZNF576","2,2",Prot,7,0.96429,0.138493844942353,"cut<value<cut,cut<value<cut",2.5784,2.86305,3.746,3.94237,-0.825796155057647
"LOC715623,X00000058729","3,3",Prot,6,0.92857,0.511695569315492,"value>cut,value>cut",-0.63882,-2.41852,,,-0.416874430684508
"LTC4S,X00000058729","1,3",Prot,6,1,0.36369902964102,"value<cut,value>cut",-0.464,-2.4671,,,-0.63630097035898
"LOC719667,LOC701920","1,3",Prot,6,1,0.507109939128078,"value<cut,value>cut",4.2055,5.525,,,-0.492890060871923
"X00000037843,LOC702786","1,1",Prot,6,1,0.102589030646585,"value<cut,value<cut",2.4673,-5.0053,,,-0.897410969353415
"X00000037843,X00000058729","1,3",Prot,7,1,0.192349757424493,"value<cut,value>cut",2.47125,-2.32906,,,-0.807650242575507
"X00000064715,HCN2","3,1",Prot,6,1,0.282106121167026,"value>cut,value<cut",1.789,-2.7443,,,-0.717893878832974
"X00000064369,X00000058729","1,1",NonProt,6,0.85714,0.669975186104218,"value<cut,value<cut",2.5624,-4.6471,,,-0.187164813895782
"X00000064715,LOC709056","2,1",NonProt,6,0.90476,0.928705440900563,"cut<value<cut,value<cut",-0.0597,1.81807,-0.43657,,0.0239454409005628
"X00000064715,ESR1","2,1",NonProt,6,1,0.887573964497042,"cut<value<cut,value<cut",-0.0597,1.81807,0.55437,,-0.112426035502958
"X00000064715,THRB","2,3",NonProt,6,1,0.542168674698795,"cut<value<cut,value>cut",-0.0597,1.81807,-3.1894,,-0.457831325301205
"X00000053274,X00000064369","1,1",NonProt,6,1,0.681959082455053,"value<cut,value<cut",-0.3548,2.5773,,,-0.318040917544947
"ESR1,MYH15","1,3",NonProt,6,1,0.658682634730539,"value<cut,value>cut",0.6029,-1.484,,,-0.341317365269461
"FABP5,LAMC1","3,3",NonProt,6,1,0.75,"value>cut,value>cut",2.48146,1.7959,,,-0.25
"RBM46,X00000059995","3,2",Prot,6,0.86161,0.435550444151244,"value>cut,cut<value<cut",-1.14562,-0.39362,0.66035,,-0.426059555848756
"LOC701920,X00000059995","2,2",Prot,6,0.85714,0.0708142764224285,"cut<value<cut,cut<value<cut",5.2565,5.525,-0.2925,0.6708,-0.786325723577571
"LOC701920,C5H4orf45","2,1",Prot,6,0.86607,0.102589030646585,"cut<value<cut,value<cut",5.26133,5.5275,0.18078,,-0.763480969353415
"X00000053274,X00000064313","3,2",Prot,6,0.90476,0.19962746296458,"value>cut,cut<value<cut",1.3482,-2.666,-1.27233,,-0.70513253703542
"TMX2,LAMC1","3,2",Prot,6,0.90476,0.152901313002965,"value>cut,cut<value<cut",3.24,0.9085,1.77247,,-0.751858686997035
"RBM46,TRIM16","3,3",Prot,6,1,0.119233733348013,"value>cut,value>cut",-1.06058,-0.96295,,,-0.880766266651987
"C5H4orf45,X00000060253","1,3",Prot,6,1,0.538989443906017,"value<cut,value>cut",0.23172,2.05402,,,-0.461010556093983
"STARD8,TMX2","1,3",Prot,6,1,0.216155897882532,"value<cut,value>cut",0.65991,3.23806,,,-0.783844102117468
"LOC719667,TMX2","1,3",Prot,6,1,0.152901313002965,"value<cut,value>cut",4.10025,3.24,,,-0.847098686997035
"X00000060253,X00000059995","3,2",Prot,6,0.96875,0.435550444151244,"value>cut,cut<value<cut",2.04115,-0.39853,0.64223,,-0.533199555848756
LOC719667,3,NonProt,10,0.90909,0.833333333333333,value>cut,4.9985,,,,-0.0757566666666666
"LOC719667,X00000060253","3,2",NonProt,6,0.92857,0.783475783475783,"value>cut,cut<value<cut",4.964,1.2214,2.0577,,-0.145094216524217
"X00000037843,LOC719667","2,3",NonProt,6,1,0.928705440900563,"cut<value<cut,value>cut",2.4673,2.7623,4.964,,-0.0712945590994372
"LOC719667,LOC709056","3,1",NonProt,7,0.98611,0.488997555012225,"value>cut,value<cut",4.98639,-0.41689,,,-0.497112444987775
"LOC701920,C5H4orf45","1,3",NonProt,6,0.84184,0.737327188940092,"value<cut,value>cut",5.25507,1.7578,,,-0.104512811059908
"LOC701920,TRIM16","1,1",NonProt,6,0.89286,0.612244897959184,"value<cut,value<cut",5.26025,-1.67452,,,-0.280615102040816
"TMX2,LOC701920","1,1",NonProt,6,0.97143,0.126436781609195,"value<cut,value<cut",2.8886,5.2619,,,-0.844993218390805
"TARM1,ZNF576","2,1",NonProt,6,0.85714,0.698412698412698,"cut<value<cut,value<cut",1.32055,2.0381,3.751,,-0.158727301587302
"LOC701920,KRTAP29.1","1,2",NonProt,8,0.91333,0.558139534883721,"value<cut,cut<value<cut",5.2541,-4.987,-1.8781,,-0.355190465116279
"VSTM1,A1BG","3,1",NonProt,6,0.90476,0.583941605839416,"value>cut,value<cut",5.18617,-1.9115,,,-0.320818394160584
"DLK1,X00000060253","3,1",NonProt,6,0.85714,0.762829403606103,"value>cut,value<cut",-0.1047,1.2214,,,-0.0943105963938975
"LOC701920,DLK1","1,3",NonProt,7,0.89236,0.534521158129176,"value<cut,value>cut",5.25863,-0.03337,,,-0.357838841870824
"LOC701920,LOC702786","1,2",NonProt,8,0.90208,0.534521158129176,"value<cut,cut<value<cut",5.25538,-4.97151,-1.74786,,-0.367558841870824
"VSTM1,LTC4S","3,3",NonProt,6,0.88929,0.639810426540284,"value>cut,value>cut",5.228,0.6264,,,-0.249479573459716
"X00000053012,LTC4S","1,3",NonProt,6,0.88929,0.684647302904564,"value<cut,value>cut",2.57564,0.61468,,,-0.204642697095436
"LOC709056,LOC701920","1,1",NonProt,8,1,0.491071428571429,"value<cut,value<cut",-0.40942,5.25538,,,-0.508928571428571
"LOC701920,THRB","1,2",NonProt,6,1,0.716417910447761,"value<cut,cut<value<cut",5.2565,-4.88715,-3.07415,,-0.283582089552239
"VSTM1,KRTAP29.1","3,2",NonProt,7,1,0.3690036900369,"value>cut,cut<value<cut",5.20586,-5.00121,-1.21657,,-0.6309963099631
"LOC719667,LOC701920","3,1",NonProt,7,1,0.467289719626168,"value>cut,value<cut",4.98639,5.25406,,,-0.532710280373832
"LOC701920,LILRB1","1,3",NonProt,6,1,0.677966101694915,"value<cut,value>cut",5.25507,7.73143,,,-0.322033898305085
"LOC701920,ZNF576","1,1",NonProt,7,1,0.534521158129176,"value<cut,value<cut",5.25375,3.74763,,,-0.465478841870824
"LILRB1,USP31","3,2",NonProt,6,1,0.69284064665127,"value>cut,cut<value<cut",7.7569,0.15826,0.70688,,-0.30715935334873
"LOC719667,DLK1","3,3",NonProt,7,1,0.488997555012225,"value>cut,value>cut",4.98415,-0.00348,,,-0.511002444987775
"LTC4S,X00000058729","3,2",NonProt,6,1,0.555073720728534,"value>cut,cut<value<cut",0.685,-4.6471,-2.3497,,-0.444926279271466
"VSTM1,LOC701920","3,1",NonProt,7,1,0.3690036900369,"value>cut,value<cut",5.19733,5.25706,,,-0.6309963099631
"LOC701920,X00000058729","1,2",NonProt,6,1,0.654545454545455,"value<cut,cut<value<cut",5.2615,-4.6976,-2.4671,,-0.345454545454545
"LOC701920,X00000053012","1,1",NonProt,8,0.98765,0.534521158129176,"value<cut,value<cut",5.25839,2.57657,,,-0.453128841870824
"LOC701920,X00000056965","1,1",NonProt,6,1,0.759493670886076,"value<cut,value<cut",5.26333,-3.45592,,,-0.240506329113924
"X00000064715,TRIM16","2,1",NonProt,6,1,0.486486486486487,"cut<value<cut,value<cut",-0.06644,1.84448,-1.76526,,-0.513513513513514
"X00000064715,LOC701920","2,1",NonProt,6,1,0.883435582822086,"cut<value<cut,value<cut",-0.0597,1.88472,5.26325,,-0.116564417177914
"X00000064715,CBS","2,1",NonProt,6,0.85714,0.850393700787402,"cut<value<cut,value<cut",-0.0597,1.789,-1.674,,-0.00674629921259851
"X00000053274,ESR1","1,1",NonProt,6,0.87755,0.512820512820513,"value<cut,value<cut",-0.342,0.57193,,,-0.364729487179487
"X00000053274,X00000037843","1,2",NonProt,6,1,0.762829403606103,"value<cut,cut<value<cut",-0.3751,2.47186,2.8798,,-0.237170596393898
"X00000053274,X00000059995","1,1",NonProt,6,1,0.759493670886076,"value<cut,value<cut",-0.45233,-0.3794,,,-0.240506329113924
"FABP5,TMEM38A","3,2",NonProt,7,1,0.714285714285714,"value>cut,cut<value<cut",2.47014,2.78569,3.22081,,-0.285714285714286
"X00000053274,X00000060253","1,2",NonProt,6,1,0.878594249201278,"value<cut,cut<value<cut",-0.4787,1.2214,2.0577,,-0.121405750798722
"FABP5,X00000053274","3,1",NonProt,6,1,0.731707317073171,"value>cut,value<cut",2.51568,-0.34384,,,-0.268292682926829
"X00000064369,LAMC1","1,3",NonProt,7,1,0.36241610738255,"value<cut,value>cut",2.57916,1.77284,,,-0.63758389261745
"X00000060146,LAMC1","1,1",Prot,6,0.89286,0.406845008600747,"value<cut,value<cut",-4.82838,0.92522,,,-0.486014991399253
"FABP5,ESR1","1,3",Prot,7,0.8852,0.895547721634678,"value<cut,value>cut",1.99139,1.05953,,,0.0103477216346782
"USP31,SMIM2","1,1",Prot,6,0.88393,0.344742020093337,"value<cut,value<cut",0.16395,-0.26458,,,-0.539187979906663
"RBM46,USP31","3,1",Prot,6,1,0.511695569315492,"value>cut,value<cut",-1.07568,0.1676,,,-0.488304430684508
"ESR1,X00000060253","3,3",Prot,6,1,0.562566640238401,"value>cut,value>cut",1.04262,2.05162,,,-0.437433359761599
"ESR1,SMIM2","3,1",Prot,6,1,0.300056870379282,"value>cut,value<cut",1.05813,-0.25503,,,-0.699943129620718
"VSTM1,ESR1","1,3",Prot,6,0.97959,0.263210407152999,"value<cut,value>cut",4.37486,1.04944,,,-0.716379592847001
"FABP5,VSTM1","1,1",Prot,6,1,0.953654354173425,"value<cut,value<cut",1.99022,4.37131,,,-0.0463456458265746
"TARM1,ESR1","1,3",Prot,6,0.92857,0.310938845822567,"value<cut,value>cut",1.3287,1.05385,,,-0.617631154177433
"X00000037843,VSTM1","1,1",Prot,8,1,0.300056870379282,"value<cut,value<cut",2.47125,4.40335,,,-0.699943129620718
"ESR1,LTC4S","3,1",Prot,6,1,0.485361758518871,"value>cut,value<cut",1.06024,-0.45371,,,-0.514638241481129
"LOC701920,X00000060253","2,3",Prot,6,1,0.0708142764224285,"cut<value<cut,value>cut",5.2565,5.525,2.0577,,-0.929185723577571
"X00000037843,ESR1","1,3",Prot,6,1,0.263210407152999,"value<cut,value>cut",2.473,1.05385,,,-0.736789592847001
"X00000037843,HCN2","1,1",Prot,6,1,0.164216267746801,"value<cut,value<cut",2.473,-2.7443,,,-0.835783732253199
"STARD8,ESR1","2,3",Prot,6,1,0.0708142764224285,"cut<value<cut,value>cut",0.6777,1.47293,1.0662,,-0.929185723577571
"X00000053274,DLK1","2,2",Prot,6,1,0.246204099213899,"cut<value<cut,cut<value<cut",-0.32145,1.49005,-1.88425,-0.1299,-0.753795900786102
X00000060253,3,Prot,10,0.90909,0.152901313002965,value>cut,2.0577,,,,-0.756188686997035
"TARM1,A1BG","1,3",Prot,6,0.92857,0.403652627655609,"value<cut,value>cut",1.3571,-1.4275,,,-0.524917372344391
"VSTM1,C5H4orf45","1,1",Prot,6,0.85714,0.343811090503944,"value<cut,value<cut",4.51425,0.3585,,,-0.513328909496056
"STARD8,SMIM2","2,1",Prot,6,0.85714,0.144829916172217,"cut<value<cut,value<cut",0.65223,1.46377,-0.26567,,-0.712310083827784
"VSTM1,X00000053012","1,3",Prot,7,0.90179,0.322639823133732,"value<cut,value>cut",4.46225,2.86305,,,-0.579150176866268
"VSTM1,DLK1","1,1",Prot,6,0.8631,0.20458951847838,"value<cut,value<cut",4.45833,-1.814,,,-0.65851048152162
"VSTM1,THRB","1,1",Prot,6,0.98611,0.0362413412308001,"value<cut,value<cut",4.38272,-4.86854,,,-0.9498686587692
"C5H4orf45,SMIM2","1,1",Prot,6,0.88095,0.344742020093337,"value<cut,value<cut",0.20205,-0.2724,,,-0.536207979906663
"RBM46,DLK1","3,1",Prot,6,1,0.316464824425446,"value>cut,value<cut",-1.10091,-1.86344,,,-0.683535175574554
"TNNT2,USP31","1,1",Prot,6,1,0.310938845822567,"value<cut,value<cut",-2.38093,0.12858,,,-0.689061154177433
"RBM46,X00000060253","3,3",Prot,6,1,0.588300883437688,"value>cut,value>cut",-1.04902,2.06753,,,-0.411699116562312
"LOC709056,X00000059995","2,2",Prot,6,1,0.0932871514255793,"cut<value<cut,cut<value<cut",-0.38013,0.74747,-0.36533,0.68733,-0.906712848574421
"TARM1,USP31","1,1",Prot,7,1,0.23126201153107,"value<cut,value<cut",1.3367,0.12113,,,-0.76873798846893
"X00000037843,A1BG","1,3",Prot,7,1,0.263210407152999,"value<cut,value>cut",2.47042,-1.44604,,,-0.736789592847001
"RBM46,C5H4orf45","3,1",Prot,6,1,0.461605760818359,"value>cut,value<cut",-1.18535,0.1759,,,-0.538394239181641
"X00000053012,ZNF576","3,3",Prot,7,1,0.291553905663318,"value>cut,value>cut",2.86586,3.94206,,,-0.708446094336682
"TMEM38A,A1BG","1,3",Prot,6,1,0.403652627655609,"value<cut,value>cut",2.7702,-1.43124,,,-0.596347372344391
"STARD8,X00000060253","2,3",Prot,6,1,0.0489256426290549,"cut<value<cut,value>cut",0.62999,1.4399,2.05759,,-0.951074357370945
"RBM46,MAOA","3,1",Prot,6,1,0.27226537174008,"value>cut,value<cut",-1.2248,0.2298,,,-0.72773462825992
"TNNT2,RBM46","1,3",Prot,6,1,0.378568376898279,"value<cut,value>cut",-2.38473,-1.03213,,,-0.621431623101721
"FABP5,LILRB1","2,1",Prot,6,1,0.416732486785345,"cut<value<cut,value<cut",1.9859,2.572,7.255,,-0.583267513214655
"STARD8,X00000053012","1,2",Prot,6,0.86161,0.487872537164806,"value<cut,cut<value<cut",0.6519,2.59872,2.88135,,-0.373737462835195
"STARD8,LAMC1","1,2",Prot,6,0.97959,0.487872537164806,"value<cut,cut<value<cut",0.66117,0.91806,1.78641,,-0.491717462835195
"X00000053012,LOC715623","2,3",Prot,6,1,0.0957172162603442,"cut<value<cut,value>cut",2.5668,2.8731,-0.4805,,-0.904282783739656
"LOC715623,C5H4orf45","3,1",Prot,6,1,0.487872537164806,"value>cut,value<cut",-0.53615,0.1759,,,-0.512127462835195
"X00000064715,USP31","3,1",Prot,7,1,0.36369902964102,"value>cut,value<cut",1.93282,0.12571,,,-0.63630097035898
"TRIM16,ZNF576","3,2",Prot,6,0.85714,0.271286407214265,"value>cut,cut<value<cut",-1.0518,3.741,3.9475,,-0.585853592785735
"RBM46,SMIM2","3,1",Prot,6,0.89732,0.366578713481778,"value>cut,value<cut",-1.1131,-0.2631,,,-0.530741286518222
"TARM1,LAMC1","1,2",Prot,6,1,0.184089750127486,"value<cut,cut<value<cut",1.2466,0.8991,1.7449,,-0.815910249872514
"X00000064715,MYH15","3,1",Prot,6,1,0.34194127324393,"value>cut,value<cut",1.8108,-2.3565,,,-0.65805872675607
"TNNT2,X00000058729","1,3",Prot,6,1,0.310938845822567,"value<cut,value>cut",-2.361,-2.3497,,,-0.689061154177433
"FABP5,SMIM2","1,1",Prot,6,1,0.810852346613075,"value<cut,value<cut",1.9859,-0.2587,,,-0.189147653386925
"X00000064715,CTH","3,2",Prot,6,1,0.20458951847838,"value>cut,cut<value<cut",1.789,-1.424,-0.73,,-0.79541048152162
TNNT2,3,NonProt,10,0.90909,0.333333333333333,value>cut,-0.50797,,,,-0.575756666666667
"X00000059200,LOC709056","2,1",NonProt,6,0.85714,0.885311871227364,"cut<value<cut,value<cut",-0.4896,2.59905,-0.44135,,0.0281718712273642
"X00000053012,X00000058729","1,2",NonProt,6,0.85714,0.743243243243243,"value<cut,cut<value<cut",2.57738,-4.5584,-2.37966,,-0.113896756756757
"LOC701920,SDK2","1,1",NonProt,7,0.91667,0.700525394045534,"value<cut,value<cut",5.2655,-0.79103,,,-0.216144605954466
"X00000053012,LOC702786","1,2",NonProt,8,0.90278,0.512820512820513,"value<cut,cut<value<cut",2.58808,-4.97067,-1.20382,,-0.389959487179487
"LOC702786,SDK2","2,1",NonProt,6,0.86607,0.912442396313364,"cut<value<cut,value<cut",-4.97875,-1.59345,-0.86125,,0.0463723963133641
"RBM46,LOC701920","1,1",NonProt,6,0.88393,0.25974025974026,"value<cut,value<cut",-2.50768,5.255,,,-0.62418974025974
"ESR1,TRIM16","1,1",NonProt,6,0.85714,0.491071428571429,"value<cut,value<cut",0.6029,-1.7125,,,-0.366068571428571
"LOC709056,TMX2","1,1",NonProt,7,1,0.464788732394366,"value<cut,value<cut",-0.42067,2.87764,,,-0.535211267605634
"LOC709056,LOC715623","1,1",NonProt,7,0.98413,0.762829403606103,"value<cut,value<cut",-0.40878,-1.74797,,,-0.221300596393897
"TNNT2,KIR3DL0","3,1",NonProt,6,1,0.125523012552301,"value>cut,value<cut",-0.4817,2.9035,,,-0.874476987447699
"TNNT2,TMX2","3,1",NonProt,6,1,0.0731707317073171,"value>cut,value<cut",-0.58397,2.87425,,,-0.926829268292683
"DLK1,MAOA","3,2",NonProt,6,1,0.72013093289689,"value>cut,cut<value<cut",-0.05985,0.24542,0.69005,,-0.27986906710311
"DLK1,X00000064313","3,1",NonProt,6,1,0.832282471626734,"value>cut,value<cut",-0.1047,-2.6291,,,-0.167717528373266
"TNNT2,LTC4S","3,3",NonProt,6,1,0.164835164835165,"value>cut,value>cut",-0.5371,0.6264,,,-0.835164835164835
"TNNT2,LOC702786","3,2",NonProt,7,0.97024,0.0873362445414847,"value>cut,cut<value<cut",-0.62828,-4.96937,-1.26129,,-0.882903755458515
"X00000064313,LOC702786","1,2",NonProt,6,0.97143,0.182529335071708,"value<cut,cut<value<cut",-2.64636,-4.95742,-1.46312,,-0.788900664928292
"CFAP70,A1BG","3,1",NonProt,6,1,0.486486486486487,"value>cut,value<cut",2.1855,-1.96038,,,-0.513513513513514
"DLK1,ESR1","3,1",NonProt,6,1,0.612244897959184,"value>cut,value<cut",-0.0957,0.6029,,,-0.387755102040816
"X00000053012,X00000060253","1,1",NonProt,6,0.92857,0.762829403606103,"value<cut,value<cut",2.587,1.1833,,,-0.165740596393898
"LOC709056,X00000053012","1,1",NonProt,7,0.95767,0.512820512820513,"value<cut,value<cut",-0.41573,2.57308,,,-0.444849487179487
"X00000037843,LOC701920","3,1",NonProt,6,0.91429,0.344827586206897,"value>cut,value<cut",2.8499,5.2541,,,-0.569462413793104
"TARM1,SDK2","3,1",NonProt,6,0.92857,0.226244343891403,"value>cut,value<cut",2.0122,-0.86125,,,-0.702325656108597
"KIR3DL0,X00000064313","1,1",NonProt,6,0.85714,0.75046904315197,"value<cut,value<cut",2.79083,-2.64647,,,-0.10667095684803
"RBM46,ESR1","1,1",NonProt,6,0.89286,0.392441860465116,"value<cut,value<cut",-2.4917,0.61613,,,-0.500418139534884
"STARD8,ESR1","3,1",NonProt,6,0.88929,0.589390962671906,"value>cut,value<cut",1.4576,0.59924,,,-0.299899037328094
"STARD8,RBM46","3,1",NonProt,6,1,0.743243243243243,"value>cut,value<cut",1.4296,-2.53965,,,-0.256756756756757
"TNNT2,LOC701920","3,1",NonProt,6,1,0.0806451612903226,"value>cut,value<cut",-0.5307,5.2517,,,-0.919354838709677
"KIR3DL0,ESR1","1,1",NonProt,6,1,0.512820512820513,"value<cut,value<cut",2.83575,0.5847,,,-0.487179487179487
"TNNT2,X00000053012","3,1",NonProt,6,1,0.0873362445414847,"value>cut,value<cut",-0.63621,2.56688,,,-0.912663755458515
"LILRB1,HEY1","3,3",NonProt,6,1,0.612244897959184,"value>cut,value>cut",7.763,-0.82943,,,-0.387755102040816
"TNNT2,HCN2","3,3",NonProt,6,0.96429,0.149253731343284,"value>cut,value>cut",-0.63621,-2.15223,,,-0.815036268656716
"X00000064715,LOC702786","2,2",NonProt,6,1,0.902564102564103,"cut<value<cut,cut<value<cut",0.03415,1.90888,-4.96468,-1.43777,-0.0974358974358974
"LOC701920,ESR1","1,1",NonProt,6,0.97619,0.632688927943761,"value<cut,value<cut",5.257,0.58963,,,-0.343501072056239
"TMEM38A,LOC701920","3,1",NonProt,7,0.9375,0.0843373493975904,"value>cut,value<cut",3.23112,5.26325,,,-0.85316265060241
"STARD8,LOC701920","3,1",NonProt,7,1,0.467289719626168,"value>cut,value<cut",1.46377,5.2555,,,-0.532710280373832
"TNNT2,RBM46","3,1",NonProt,6,1,0.208333333333333,"value>cut,value<cut",-0.4817,-2.53965,,,-0.791666666666667
"LOC719667,LOC702786","1,1",Prot,6,0.85714,0.354305490986105,"value<cut,value<cut",4.2055,-5.0053,,,-0.502834509013895
"LOC702786,HCN2","1,1",Prot,7,0.875,0.595733089088741,"value<cut,value<cut",-5.0053,-2.7443,,,-0.279266910911259
"X00000064715,KRTAP29.1","3,1",Prot,6,0.85714,0.186087522721723,"value>cut,value<cut",1.789,-5.0055,,,-0.671052477278277
"X00000037843,USP31","1,1",Prot,6,0.98214,0.207591711629417,"value<cut,value<cut",2.47202,0.1372,,,-0.774548288370583
"X00000037843,THRB","1,1",Prot,7,1,0.0362413412308001,"value<cut,value<cut",2.47169,-4.8665,,,-0.9637586587692
"X00000037843,X00000064715","1,3",Prot,6,1,0.263210407152999,"value<cut,value>cut",2.46772,1.95782,,,-0.736789592847001
"MYH15,CTH","1,2",Prot,6,0.96875,0.296217328089086,"value<cut,cut<value<cut",-2.28125,-1.5278,-0.8066,,-0.672532671910914
"X00000037843,LOC709056","1,2",Prot,6,1,0.192349757424493,"value<cut,cut<value<cut",2.46772,-0.43417,0.6909,,-0.807650242575507
"LOC709056,TARM1","2,1",Prot,6,1,0.0263612686512669,"cut<value<cut,value<cut",-0.43657,0.69363,1.2874,,-0.973638731348733
"X00000037843,STARD8","1,2",Prot,6,1,0.138493844942353,"value<cut,cut<value<cut",2.4685,0.66507,1.46377,,-0.861506155057647
"LOC719667,LAMC1","1,2",Prot,6,1,0.461605760818359,"value<cut,cut<value<cut",4.2055,0.8991,1.7449,,-0.538394239181641
"STARD8,X00000059995","3,1",NonProt,6,0.92857,0.568181818181818,"value>cut,value<cut",1.4621,-0.34585,,,-0.360388181818182
"STARD8,TARM1","3,3",NonProt,6,0.88571,0.441176470588235,"value>cut,value>cut",1.4521,2.0112,,,-0.444533529411765
"X00000059995,CTH","1,3",NonProt,6,0.89286,0.536585365853659,"value<cut,value>cut",-0.3738,-0.84318,,,-0.356274634146341
"DLK1,TRIM16","3,1",NonProt,6,0.90476,0.591397849462366,"value>cut,value<cut",0.0253,-1.68433,,,-0.313362150537635
"LOC719667,X00000060146","3,3",NonProt,6,0.80357,0.743243243243243,"value>cut,value>cut",4.95975,-2.97375,,,-0.0603267567567568
"ESR1,X00000060253","1,1",NonProt,6,0.93304,0.681959082455053,"value<cut,value<cut",0.6029,1.1961,,,-0.251080917544947
"TARM1,DLK1","3,3",NonProt,7,1,0.0873362445414847,"value>cut,value>cut",2.00777,-0.01963,,,-0.912663755458515
"KIR3DL0,A1BG","1,1",NonProt,6,0.93155,0.63173007896626,"value<cut,value<cut",2.82625,-2.04542,,,-0.29981992103374
"LOC715623,A1BG","2,1",NonProt,6,1,0.754310344827586,"cut<value<cut,value<cut",-1.71095,-0.5465,-1.9115,,-0.245689655172414
"ESR1,MAOA","1,2",NonProt,6,1,0.743243243243243,"value<cut,cut<value<cut",0.6029,0.22245,0.663,,-0.256756756756757
"LOC719667,A1BG","3,1",NonProt,6,1,0.700525394045534,"value>cut,value<cut",4.994,-2.04179,,,-0.299474605954466
"STARD8,USP31","3,3",NonProt,6,1,0.700525394045534,"value>cut,value>cut",1.46335,0.71935,,,-0.299474605954466
"KIR3DL0,STARD8","1,3",NonProt,6,1,0.435643564356436,"value<cut,value>cut",2.81169,1.45991,,,-0.564356435643564
"FABP5,LTC4S","1,1",Prot,6,0.87946,0.904133063308128,"value<cut,value<cut",1.99022,-0.41965,,,0.0246730633081284
"FABP5,HEY1","1,1",Prot,6,0.90476,0.810852346613075,"value<cut,value<cut",1.99102,-1.99905,,,-0.0939076533869252
"LOC702786,LTC4S","1,1",Prot,6,0.85714,0.771075841347382,"value<cut,value<cut",-5.0199,-0.464,,,-0.0860641586526178
"LOC701920,LOC702786","3,1",Prot,6,0.85714,0.31378379614804,"value>cut,value<cut",5.525,-5.0053,,,-0.54335620385196
"LOC719667,F2RL3","1,1",Prot,6,1,0.695709504006492,"value<cut,value<cut",4.13533,-3.74653,,,-0.304290495993509
"FABP5,HCN2","1,1",Prot,6,1,0.79416191738174,"value<cut,value<cut",1.98719,-2.92644,,,-0.20583808261826
"DLK1,TRIM16","2,3",Prot,6,0.92857,0.0567520830058167,"cut<value<cut,value>cut",-1.88425,-0.21,-0.9991,,-0.871817916994183
"LOC719667,LTC4S","1,1",Prot,7,1,0.65352666545401,"value<cut,value<cut",4.03736,-0.44329,,,-0.34647333454599
"X00000053274,HEY1","3,1",Prot,6,1,0.339683378179837,"value>cut,value<cut",1.57575,-2.0395,,,-0.660316621820163
"FABP5,X00000053274","1,3",Prot,6,1,0.904133063308128,"value<cut,value>cut",1.99315,1.47295,,,-0.0958669366918716
"X00000053274,X00000059200","3,3",Prot,6,1,0.34194127324393,"value>cut,value>cut",1.42025,2.67283,,,-0.65805872675607
