features,levels,decision,supportRHS,accuracyRHS,Therotical_Accuracy,cuts,cut1,cut2,cut3,cut4,Combinatorial_gain
"X00000037843,X00000053012","1,3",Prot,6,0.89286,0.192349757424493,"value<cut,value>cut",2.47057,2.86455,,,-0.700510242575507
"VSTM1,LOC114669850","1,3",Prot,6,1,0.22226903010467,"value<cut,value>cut",4.41025,1.5684,,,-0.77773096989533
"X00000053012,SDK2","3,3",Prot,6,1,0.485361758518871,"value>cut,value>cut",2.8597,0.4804,,,-0.514638241481129
"LAMC1,CTH","3,3",NonProt,6,0.85714,0.612244897959184,"value>cut,value>cut",1.8291,-0.8605,,,-0.244895102040816
"KIR3DL0,TMX2","1,1",NonProt,6,0.92857,0.344827586206897,"value<cut,value<cut",2.768,2.8775,,,-0.583742413793104
"LOC715623,LOC702786","1,2",NonProt,6,0.92857,0.256227758007117,"value<cut,cut<value<cut",-1.71275,-4.95235,-1.0762,,-0.672342241992883
"KIR3DL0,X00000058729","2,3",Prot,7,1,0.1476355496244,"cut<value<cut,value>cut",2.778,3.634,-2.5992,,-0.8523644503756
"X00000053012,HCN2","3,1",Prot,6,1,0.391368849496928,"value>cut,value<cut",2.86718,-2.93745,,,-0.608631150503072
"LOC701920,ESR1","2,3",Prot,6,0.85714,0.113951389158088,"cut<value<cut,value>cut",5.2445,5.486,1.0667,,-0.743188610841912
"STARD8,X00000059995","2,2",Prot,6,0.85714,0.0932871514255793,"cut<value<cut,cut<value<cut",0.6394,1.4671,-0.3992,0.6708,-0.763852848574421
"TMX2,X00000060253","2,3",Prot,6,1,0.05136840108144,"cut<value<cut,value>cut",2.857,3.24,2.0577,,-0.94863159891856
"TMX2,ZNF576","3,2",Prot,6,0.85714,0.23126201153107,"value>cut,cut<value<cut",3.24,3.741,3.9385,,-0.62587798846893
"CBS,X00000053012","3,2",Prot,6,0.92857,0.406845008600747,"value>cut,cut<value<cut",0.11085,2.54525,2.8627,,-0.521724991399253
"LOC715623,SDK2","3,3",Prot,6,1,0.511695569315492,"value>cut,value>cut",-0.5711,0.4804,,,-0.488304430684508
"KIR3DL0,THRB","1,3",NonProt,6,1,0.25974025974026,"value<cut,value>cut",2.766,-3.07808,,,-0.74025974025974
"TARM1,LOC702786","1,1",Prot,6,0.85714,0.168787988986441,"value<cut,value<cut",1.369,-4.8818,,,-0.688352011013559
"TNNT2,THRB","1,1",Prot,6,1,0.0665110851808635,"value<cut,value<cut",-2.46097,-4.86922,,,-0.933488914819137
"VSTM1,SMIM2","1,1",Prot,6,0.90476,0.263210407152999,"value<cut,value<cut",4.46983,-0.25617,,,-0.641549592847001
"FABP5,F2RL3","2,1",Prot,6,0.90476,0.826485118688999,"cut<value<cut,value<cut",1.98293,2.44657,-3.9579,,-0.0782748813110014
"C5H4orf45,X00000059995","1,2",Prot,6,1,0.368915502805816,"value<cut,cut<value<cut",0.2264,-0.4009,0.68733,,-0.631084497194184
"TNNT2,DLK1","1,1",Prot,6,1,0.195931412949525,"value<cut,value<cut",-2.4981,-1.84765,,,-0.804068587050475
"LAMC1,X00000059995","3,1",NonProt,6,0.91071,0.488997555012225,"value>cut,value<cut",1.77817,-0.4009,,,-0.421712444987775
"X00000053012,LAMC1","1,3",NonProt,6,0.85714,0.536585365853659,"value<cut,value>cut",2.55535,1.8291,,,-0.320554634146341
"LOC709056,ESR1","1,1",NonProt,6,1,0.632688927943761,"value<cut,value<cut",-0.3905,0.5665,,,-0.367311072056239
"LOC709056,LAMC1","1,3",NonProt,6,1,0.634615384615385,"value<cut,value>cut",-0.427,1.80053,,,-0.365384615384615
"LOC709056,CBS","1,1",NonProt,6,0.85714,0.743243243243243,"value<cut,value<cut",-0.427,-1.4791,,,-0.113896756756757
"ZNF576,CTH","1,3",NonProt,6,0.89286,0.634615384615385,"value<cut,value>cut",3.745,-0.84348,,,-0.258244615384615
"LOC701920,X00000059995","1,1",NonProt,6,1,0.589390962671906,"value<cut,value<cut",5.2445,-0.3992,,,-0.410609037328094
"LOC709056,X00000058729","1,2",NonProt,6,1,0.677966101694915,"value<cut,cut<value<cut",-0.3905,-4.72285,-2.5258,,-0.322033898305085
"TARM1,THRB","3,3",NonProt,6,1,0.0404040404040404,"value>cut,value>cut",2.07967,-3.1655,,,-0.95959595959596
"DLK1,THRB","3,3",NonProt,6,1,0.366666666666667,"value>cut,value>cut",-0.1047,-3.1655,,,-0.633333333333333
"F2RL3,X00000053012","3,1",NonProt,6,0.85714,0.547945205479452,"value>cut,value<cut",-1.9713,2.587,,,-0.309194794520548
"F2RL3,THRB","3,3",NonProt,6,1,0.4,"value>cut,value>cut",-1.9713,-3.20485,,,-0.6
"X00000059200,LAMC1","1,3",NonProt,6,1,0.441176470588235,"value<cut,value>cut",-0.41623,1.7501,,,-0.558823529411765
"X00000053274,VSTM1","1,2",NonProt,6,0.85714,0.70694087403599,"value<cut,cut<value<cut",-0.2752,4.474,5.2235,,-0.15019912596401
"X00000064715,TRIM16","1,2",NonProt,6,0.85714,0.387096774193548,"value<cut,cut<value<cut",-0.0845,-1.63655,-0.9464,,-0.470043225806452
"X00000053274,A1BG","1,2",NonProt,6,0.91429,0.812807881773399,"value<cut,cut<value<cut",-0.38148,-2.0331,-1.45896,,-0.101482118226601
"LOC701920,F2RL3","1,3",NonProt,6,1,0.909090909090909,"value<cut,value>cut",5.2505,-1.93505,,,-0.0909090909090909
"STARD8,TMX2","3,1",NonProt,6,0.85714,0.441176470588235,"value>cut,value<cut",1.46377,2.88433,,,-0.415963529411765
"X00000037843,F2RL3","3,3",NonProt,6,1,0.842105263157895,"value>cut,value>cut",2.999,-1.9341,,,-0.157894736842105
"F2RL3,CTH","3,3",NonProt,6,1,0.666666666666667,"value>cut,value>cut",-1.85672,-0.87732,,,-0.333333333333333
"F2RL3,X00000058729","3,2",NonProt,6,1,0.689655172413793,"value>cut,cut<value<cut",-1.9341,-4.7414,-2.5992,,-0.310344827586207
"RBM46,X00000058729","1,2",NonProt,6,0.85714,0.467289719626168,"value<cut,cut<value<cut",-2.4628,-4.72285,-2.5258,,-0.389850280373832
"USP31,LTC4S","1,2",Prot,6,0.85714,0.176509946215806,"value<cut,cut<value<cut",0.046,-0.4734,0.5971,,-0.680630053784194
"TMEM38A,THRB","1,1",Prot,7,0.86905,0.0665110851808635,"value<cut,value<cut",2.756,-4.85537,,,-0.802538914819137
"USP31,HCN2","1,1",Prot,6,0.85714,0.391368849496928,"value<cut,value<cut",0.046,-2.9027,,,-0.465771150503072
"TMX2,X00000059995","2,2",Prot,6,0.95238,0.0827791790873653,"cut<value<cut,cut<value<cut",2.88433,3.24,-0.41327,0.66383,-0.869600820912635
"HCN2,X00000058427","2,2",Prot,6,0.85714,0.263210407152999,"cut<value<cut,cut<value<cut",-2.9027,-2.1352,1.211,1.8342,-0.593929592847001
"VSTM1,CFAP70","1,2",Prot,6,0.85714,0.20458951847838,"value<cut,cut<value<cut",4.474,0.0876,2.3348,,-0.65255048152162
"C5H4orf45,LTC4S","1,1",Prot,6,1,0.562566640238401,"value<cut,value<cut",0.2397,-0.4734,,,-0.437433359761599
"TMX2,ESR1","2,3",Prot,6,1,0.05136840108144,"cut<value<cut,value>cut",2.857,3.241,1.0667,,-0.94863159891856
"KIR3DL0,CFAP70","2,2",Prot,6,0.85714,0.176509946215806,"cut<value<cut,cut<value<cut",2.758,3.634,0.268,2.3348,-0.680630053784194
"F2RL3,X00000064313","1,2",Prot,6,1,0.755294808579364,"value<cut,cut<value<cut",-3.50675,-2.7398,-1.41075,,-0.244705191420636
"X00000053274,SMIM2","3,2",Prot,6,1,0.166704280709551,"value>cut,cut<value<cut",1.66145,-0.2864,0.96565,,-0.833295719290449
"X00000053274,LOC702786","3,3",Prot,6,1,0.461605760818359,"value>cut,value>cut",1.57532,-1.26762,,,-0.538394239181641
"LOC701920,X00000060146","2,1",Prot,6,0.85714,0.146375296101069,"cut<value<cut,value<cut",5.2565,5.567,-4.8205,,-0.710764703898931
"LOC701920,KRTAP29.1","2,3",Prot,6,0.86607,0.0641873871176036,"cut<value<cut,value>cut",5.2565,5.567,0.43725,,-0.801882612882396
"LOC702786,X00000058427","3,1",Prot,6,1,0.235856661992657,"value>cut,value<cut",-1.45905,1.2264,,,-0.764143338007343
"KIR3DL0,MYH15","2,1",Prot,7,1,0.113951389158088,"cut<value<cut,value<cut",2.758,3.634,-2.3565,,-0.886048610841912
"X00000053274,KRTAP29.1","3,3",Prot,6,1,0.461605760818359,"value>cut,value>cut",1.56787,-1.1545,,,-0.538394239181641
"LOC719667,MYH15","1,1",Prot,6,1,0.557028844805056,"value<cut,value<cut",4.04733,-2.28607,,,-0.442971155194944
"TMEM38A,ZNF576","2,1",NonProt,6,1,0.698412698412698,"cut<value<cut,value<cut",2.74925,3.18375,3.741,,-0.301587301587302
"TMX2,CTH","1,3",NonProt,6,0.92857,0.136363636363636,"value<cut,value>cut",2.87075,-0.8911,,,-0.792206363636364
"C5H4orf45,MYH15","3,2",NonProt,6,1,0.703125,"value>cut,cut<value<cut",1.7936,-2.3565,-1.4596,,-0.296875
"TNNT2,STARD8","2,2",Prot,6,0.85714,0.0758244066372611,"cut<value<cut,cut<value<cut",-2.4981,-1.0211,0.6394,1.4946,-0.781315593362739
"X00000037843,LAMC1","1,1",Prot,6,1,0.113951389158088,"value<cut,value<cut",2.4709,0.9234,,,-0.886048610841912
"LTC4S,LAMC1","1,1",Prot,6,1,0.219113267620532,"value<cut,value<cut",-0.4734,0.9234,,,-0.780886732379468
"VSTM1,LAMC1","1,1",Prot,6,1,0.113951389158088,"value<cut,value<cut",4.32367,0.9098,,,-0.886048610841912
"X00000037843,CTH","1,1",Prot,6,0.85714,0.102589030646585,"value<cut,value<cut",2.4748,-1.4527,,,-0.754550969353415
"CTH,X00000058427","1,1",Prot,6,1,0.461605760818359,"value<cut,value<cut",-1.343,1.2418,,,-0.538394239181641
"LILRB1,LOC114669850","1,3",Prot,6,1,0.435550444151244,"value<cut,value>cut",7.3515,1.337,,,-0.564449555848756
"LOC701920,LOC702786","2,3",Prot,6,0.86607,0.0641873871176036,"cut<value<cut,value>cut",5.2565,5.567,-0.8916,,-0.801882612882396
"STARD8,LOC702786","2,3",Prot,6,1,0.058694666221686,"cut<value<cut,value>cut",0.6394,1.4946,-1.9763,,-0.941305333778314
"LOC702786,MYH15","3,1",Prot,6,0.975,0.36369902964102,"value>cut,value<cut",-0.97548,-2.36482,,,-0.61130097035898
"LOC701920,CFAP70","1,3",NonProt,6,0.85714,0.759493670886076,"value<cut,value>cut",5.2565,2.3348,,,-0.0976463291139241
"LOC701920,A1BG","1,1",NonProt,6,1,0.65173116089613,"value<cut,value<cut",5.2655,-2.11417,,,-0.34826883910387
"FABP5,KRTAP29.1","3,2",NonProt,6,1,0.714285714285714,"value>cut,cut<value<cut",2.46235,-5.0275,-1.0795,,-0.285714285714286
"LOC701920,THRB","1,3",NonProt,6,1,0.387096774193548,"value<cut,value>cut",5.2565,-3.1655,,,-0.612903225806452
"STARD8,CTH","2,2",Prot,6,1,0.134863052753692,"cut<value<cut,cut<value<cut",0.6394,1.4946,-1.343,-0.8605,-0.865136947246309
"ZNF576,HCN2","3,1",Prot,6,1,0.490976767861546,"value>cut,value<cut",3.945,-2.9027,,,-0.509023232138454
"STARD8,MYH15","2,1",Prot,6,0.89286,0.102589030646585,"cut<value<cut,value<cut",0.67085,1.47835,-2.3565,,-0.790270969353415
"STARD8,THRB","2,1",Prot,6,1,0.0633963589533454,"cut<value<cut,value<cut",0.6259,1.4621,-4.86855,,-0.936603641046655
STARD8,3,NonProt,10,0.90909,0.833333333333333,value>cut,1.4686,,,,-0.0757566666666666
"KIR3DL0,USP31","1,3",NonProt,6,1,0.700525394045534,"value<cut,value>cut",2.758,0.6723,,,-0.299474605954466
"DLK1,USP31","3,3",NonProt,6,1,0.700525394045534,"value>cut,value>cut",0.0903,0.6723,,,-0.299474605954466
"STARD8,CTH","3,3",NonProt,7,1,0.589390962671906,"value>cut,value>cut",1.4621,-0.8911,,,-0.410609037328094
"STARD8,A1BG","3,1",NonProt,6,1,0.700525394045534,"value>cut,value<cut",1.47293,-2.11417,,,-0.299474605954466
"X00000059200,STARD8","1,3",NonProt,6,1,0.344827586206897,"value<cut,value>cut",-0.4174,1.4621,,,-0.655172413793103
"X00000064313,X00000060146","2,1",Prot,7,0.875,0.192349757424493,"cut<value<cut,value<cut",-2.7398,-1.3951,-4.8205,,-0.682650242575507
"TMX2,X00000064313","3,2",Prot,6,0.92857,0.139747946148221,"value>cut,cut<value<cut",3.2415,-2.7398,-1.48395,,-0.788822053851779
"STARD8,X00000053012","2,3",Prot,6,0.86607,0.102589030646585,"cut<value<cut,value>cut",0.6776,1.4946,2.87765,,-0.763480969353415
"MYH15,LTC4S","1,1",Prot,6,0.96429,0.562566640238401,"value<cut,value<cut",-2.30368,-0.446,,,-0.401723359761599
"THRB,LAMC1","1,1",Prot,6,1,0.195931412949525,"value<cut,value<cut",-4.8608,0.9234,,,-0.804068587050475
"LOC719667,CFAP70","3,3",NonProt,6,1,0.700525394045534,"value>cut,value>cut",4.99925,2.30085,,,-0.299474605954466
"KIR3DL0,X00000060253","1,1",NonProt,6,0.95238,0.681959082455053,"value<cut,value<cut",2.82217,1.1706,,,-0.270420917544947
"F2RL3,MAOA","1,3",Prot,6,1,0.727326435702059,"value<cut,value>cut",-3.86505,0.69285,,,-0.272673564297941
"VSTM1,X00000056965","1,2",Prot,6,1,0.125029621393026,"value<cut,cut<value<cut",4.3465,-3.4706,-2.1684,,-0.874970378606974
"VSTM1,X00000064715","1,3",Prot,6,1,0.263210407152999,"value<cut,value>cut",4.3465,2.00067,,,-0.736789592847001
"KIR3DL0,X00000064715","2,3",Prot,6,1,0.0869780240682738,"cut<value<cut,value>cut",2.758,3.634,2.0847,,-0.913021975931726
"ESR1,CTH","1,3",NonProt,6,1,0.512820512820513,"value<cut,value>cut",0.57305,-0.916,,,-0.487179487179487
"C5H4orf45,ZNF576","1,3",Prot,6,0.85714,0.318642860461155,"value<cut,value>cut",0.3274,3.945,,,-0.538497139538845
"STARD8,X00000060146","2,1",Prot,6,0.85714,0.134863052753692,"cut<value<cut,value<cut",0.6394,1.4946,-4.8205,,-0.722276947246308
"STARD8,LAMC1","2,1",Prot,8,1,0.1476355496244,"cut<value<cut,value<cut",0.6394,1.4946,0.9234,,-0.8523644503756
"MYH15,X00000059995","1,2",Prot,6,1,0.435550444151244,"value<cut,cut<value<cut",-2.37037,-0.42733,0.65687,,-0.564449555848756
"CFAP70,X00000060146","1,1",Prot,6,1,0.600064989439216,"value<cut,value<cut",0.268,-4.8205,,,-0.399935010560784
"X00000060146,LTC4S","1,1",Prot,6,1,0.723738357202467,"value<cut,value<cut",-4.825,-0.4734,,,-0.276261642797533
"TNNT2,C5H4orf45","3,2",NonProt,6,1,0.292553191489362,"value>cut,cut<value<cut",-1.0211,0.3274,1.5752,,-0.707446808510638
"X00000037843,DLK1","1,1",Prot,6,0.92857,0.138493844942353,"value<cut,value<cut",2.4748,-1.8835,,,-0.790076155057647
"DLK1,C5H4orf45","1,1",Prot,6,0.85714,0.582847298936261,"value<cut,value<cut",-1.8835,0.3274,,,-0.274292701063739
"C5H4orf45,CTH","1,1",Prot,6,0.85714,0.296217328089086,"value<cut,value<cut",0.3274,-1.343,,,-0.560922671910914
"TNNT2,LILRB1","1,1",Prot,6,0.85714,0.233477854696146,"value<cut,value<cut",-2.4981,7.316,,,-0.623662145303854
"X00000059995,MAOA","2,1",Prot,6,0.92857,0.160036398422735,"cut<value<cut,value<cut",-0.40175,0.6956,0.2737,,-0.768533601577265
"STARD8,ZNF576","3,1",NonProt,6,0.85714,0.656814449917898,"value>cut,value<cut",1.4946,3.741,,,-0.200325550082102
"FABP5,LILRB1","3,3",NonProt,6,1,0.769230769230769,"value>cut,value>cut",2.46235,7.72875,,,-0.230769230769231
"STARD8,KRTAP29.1","2,3",Prot,6,1,0.058694666221686,"cut<value<cut,value>cut",0.6394,1.4946,-1.0795,,-0.941305333778314
"DLK1,X00000060253","1,3",Prot,6,0.92857,0.655798833540491,"value<cut,value>cut",-1.8835,2.06945,,,-0.272771166459509
"STARD8,HEY1","2,1",Prot,6,1,0.120631738159306,"cut<value<cut,value<cut",0.6776,1.4946,-1.9131,,-0.879368261840694
"C5H4orf45,MYH15","1,1",Prot,6,0.92857,0.43802286225174,"value<cut,value<cut",0.3274,-2.3565,,,-0.49054713774826
"FABP5,STARD8","1,2",Prot,6,1,0.79416191738174,"value<cut,cut<value<cut",1.99147,0.65197,1.4503,,-0.20583808261826
"LOC701920,LTC4S","3,1",Prot,6,0.92857,0.631641955981214,"value>cut,value<cut",5.461,-0.4186,,,-0.296928044018786
"LTC4S,X00000060253","1,3",Prot,7,1,0.36369902964102,"value<cut,value>cut",-0.4734,2.0158,,,-0.63630097035898
"SDK2,LTC4S","3,1",Prot,6,1,0.585864520754658,"value>cut,value<cut",0.5721,-0.4734,,,-0.414135479245342
"KRTAP29.1,THRB","2,3",NonProt,6,1,0.658682634730539,"cut<value<cut,value>cut",-5.023,-4.338,-3.1655,,-0.341317365269461
"X00000053012,DLK1","2,2",Prot,6,0.85714,0.263210407152999,"cut<value<cut,cut<value<cut",2.5237,2.8597,-1.8118,0.1419,-0.593929592847001
"KRTAP29.1,LOC702786","3,3",Prot,9,0.9,0.461605760818359,"value>cut,value>cut",-4.338,-2.3455,,,-0.438394239181641
"X00000060146,HCN2","1,1",Prot,6,0.85714,0.461605760818359,"value<cut,value<cut",-4.8295,-2.9027,,,-0.395534239181641
"X00000037843,LOC701920","2,1",NonProt,6,1,0.919148936170213,"cut<value<cut,value<cut",2.4787,2.999,5.2565,,-0.0808510638297872
"LOC719667,VSTM1","3,3",NonProt,6,1,0.612244897959184,"value>cut,value>cut",4.99113,5.17875,,,-0.387755102040816
"LTC4S,X00000059995","2,1",NonProt,6,0.85714,0.82389289392379,"cut<value<cut,value<cut",-0.4734,0.5971,-0.4414,,-0.0332471060762101
"X00000037843,MAOA","1,1",Prot,6,0.92857,0.20458951847838,"value<cut,value<cut",2.4787,0.293,,,-0.72398048152162
"TNNT2,LTC4S","1,1",Prot,6,0.85714,0.426790384408699,"value<cut,value<cut",-2.3534,-0.4734,,,-0.430349615591302
"X00000053012,HEY1","3,1",Prot,6,0.90476,0.391368849496928,"value>cut,value<cut",2.8617,-1.91263,,,-0.513391150503072
"THRB,CTH","2,1",Prot,6,1,0.0827791790873653,"cut<value<cut,value<cut",-4.8263,-3.1655,-1.3064,,-0.917220820912635
"THRB,USP31","2,1",Prot,6,0.85714,0.0567520830058167,"cut<value<cut,value<cut",-4.8263,-3.1655,0.3476,,-0.800387916994183
"TNNT2,ESR1","1,3",Prot,6,1,0.403652627655609,"value<cut,value>cut",-2.38093,1.0671,,,-0.596347372344391
"LOC702786,MYH15","2,3",NonProt,6,1,0.874172185430464,"cut<value<cut,value>cut",-5.0229,-2.3455,-1.588,,-0.125827814569536
"FABP5,TMX2","3,1",NonProt,6,1,0.6,"value>cut,value<cut",2.43394,2.868,,,-0.4
THRB,3,NonProt,10,0.90909,0.333333333333333,value>cut,-3.1655,,,,-0.575756666666667
"TARM1,X00000056965","3,1",NonProt,6,0.92857,0.219178082191781,"value>cut,value<cut",2.0734,-3.40865,,,-0.709391917808219
"X00000060253,HEY1","1,3",NonProt,6,1,0.483383685800604,"value<cut,value>cut",1.0969,-0.8857,,,-0.516616314199396
"LOC701920,X00000060146","1,2",NonProt,6,1,0.863309352517986,"value<cut,cut<value<cut",5.2565,-4.8295,-2.92,,-0.136690647482014
"STARD8,SMIM2","3,2",NonProt,6,1,0.868055555555556,"value>cut,cut<value<cut",1.4946,-0.2444,1.1609,,-0.131944444444444
"LOC701920,CFAP70","1,1",NonProt,6,1,0.878316559926807,"value<cut,value<cut",5.2565,0.2276,,,-0.121683440073193
"TMEM38A,X00000064369","1,3",Prot,6,0.92857,0.310938845822567,"value<cut,value>cut",2.76725,3.20535,,,-0.617631154177433
"TMEM38A,USP31","1,1",Prot,6,0.85714,0.213063151682077,"value<cut,value<cut",2.7335,0.3476,,,-0.644076848317923
"TNNT2,TMEM38A","1,1",Prot,6,1,0.0665110851808635,"value<cut,value<cut",-2.43043,2.744,,,-0.933488914819137
"TMEM38A,X00000060253","1,3",Prot,6,1,0.248638156658944,"value<cut,value>cut",2.7335,2.0158,,,-0.751361843341056
"X00000064313,X00000059995","3,1",NonProt,6,0.85714,0.269230769230769,"value>cut,value<cut",-1.3951,-0.4414,,,-0.587909230769231
"CFAP70,X00000060253","1,3",Prot,6,0.95238,0.710114918728647,"value<cut,value>cut",0.0852,2.03563,,,-0.242265081271353
"SDK2,LTC4S","1,3",NonProt,6,0.90476,0.415384615384615,"value<cut,value>cut",-0.811,0.61663,,,-0.489375384615385
"KRTAP29.1,LTC4S","2,3",NonProt,8,0.88889,0.920502092050209,"cut<value<cut,value>cut",-5.023,-4.338,0.5971,,0.0316120920502092
"X00000053274,LOC701920","1,1",NonProt,6,1,0.591397849462366,"value<cut,value<cut",-0.41087,5.2655,,,-0.408602150537634
"X00000053012,ESR1","1,2",NonProt,6,1,0.821596244131455,"value<cut,cut<value<cut",2.5237,0.5301,1.0667,,-0.178403755868545
"KIR3DL0,LOC114669850","1,1",NonProt,6,0.85714,0.686813186813187,"value<cut,value<cut",2.76467,-0.16693,,,-0.170326813186813
"X00000053274,THRB","1,3",NonProt,6,1,0.536585365853659,"value<cut,value>cut",-0.45233,-3.13083,,,-0.463414634146341
"X00000053274,RBM46","1,1",NonProt,6,1,0.837297811607992,"value<cut,value<cut",-0.4787,-2.4869,,,-0.162702188392008
"ZNF576,X00000058729","1,1",NonProt,6,0.85714,0.812807881773399,"value<cut,value<cut",3.741,-4.3496,,,-0.044332118226601
"TMX2,LAMC1","1,3",NonProt,6,0.85714,0.0952380952380952,"value<cut,value>cut",2.8435,1.8291,,,-0.761901904761905
"X00000053274,TMEM38A","1,2",NonProt,6,1,0.591397849462366,"value<cut,cut<value<cut",-0.3996,2.7335,3.225,,-0.408602150537635
"LOC709056,TMEM38A","2,1",Prot,6,0.85714,0.05136840108144,"cut<value<cut,value<cut",-0.427,0.7151,2.744,,-0.80577159891856
"X00000037843,MAOA","2,2",NonProt,6,0.85714,0.751958224543081,"cut<value<cut,cut<value<cut",2.4787,2.999,0.3176,0.741,-0.105181775456919
"TMEM38A,C5H4orf45","2,3",NonProt,6,0.85714,0.583941605839416,"cut<value<cut,value>cut",2.7335,3.225,2.012,,-0.273198394160584
"VSTM1,ESR1","3,2",NonProt,6,0.85714,0.805626598465473,"value>cut,cut<value<cut",5.246,0.5301,1.0667,,-0.0515134015345269
"MYH15,THRB","3,3",NonProt,6,1,0.15929203539823,"value>cut,value>cut",-1.588,-3.1655,,,-0.84070796460177
"LOC701920,X00000058729","1,1",NonProt,6,1,0.825688073394495,"value<cut,value<cut",5.2565,-4.3496,,,-0.174311926605505
"LOC701920,USP31","1,3",NonProt,6,1,0.783034257748777,"value<cut,value>cut",5.26025,0.7536,,,-0.216965742251223
"X00000059200,X00000053012","2,1",NonProt,6,0.85714,0.87527352297593,"cut<value<cut,value<cut",-0.4931,2.6772,2.5237,,0.0181335229759301
"X00000053012,LOC715623","1,1",NonProt,6,1,0.745156482861401,"value<cut,value<cut",2.5237,-1.7115,,,-0.254843517138599
"MYH15,X00000060146","1,1",Prot,6,1,0.366578713481778,"value<cut,value<cut",-2.3565,-4.8295,,,-0.633421286518222
"X00000053012,MAOA","3,1",Prot,6,0.92857,0.316464824425446,"value>cut,value<cut",2.8627,0.293,,,-0.612105175574554
"SMIM2,MAOA","1,1",Prot,6,0.85714,0.318642860461155,"value<cut,value<cut",-0.2444,0.3176,,,-0.538497139538845
X00000053274,3,Prot,10,0.90909,0.140960562280359,value>cut,1.4396,,,,-0.768129437719641
"X00000053274,LOC715623","3,3",Prot,6,1,0.300056870379282,"value>cut,value>cut",1.2815,-0.6125,,,-0.699943129620718
"X00000053274,LAMC1","3,2",Prot,6,1,0.243293093867127,"value>cut,cut<value<cut",1.2815,0.903,1.6763,,-0.756706906132873
"X00000053274,LOC719667","3,1",Prot,6,1,0.22226903010467,"value>cut,value<cut",1.2815,3.9415,,,-0.77773096989533
FABP5,3,NonProt,10,0.88384,0.904761904761905,value>cut,2.415,,,,0.0209219047619047
"MYH15,X00000058427","1,2",Prot,6,0.85714,0.412279354308727,"value<cut,cut<value<cut",-2.1452,1.2889,1.8554,,-0.444860645691273
"X00000053012,X00000056965","3,2",Prot,6,0.85714,0.339683378179837,"value>cut,cut<value<cut",2.8597,-3.4706,-2.1684,,-0.517456621820163
"X00000060146,CTH","1,2",Prot,6,0.85714,0.461605760818359,"value<cut,cut<value<cut",-4.8295,-1.5624,-0.9217,,-0.395534239181641
"DLK1,USP31","1,1",Prot,6,1,0.635900850407505,"value<cut,value<cut",-1.8184,0.1696,,,-0.364099149592495
X00000053274,1,NonProt,10,0.875,0.916666666666667,value<cut,-0.4787,,,,0.0416666666666666
"FABP5,VSTM1","3,2",NonProt,6,1,0.847457627118644,"value>cut,cut<value<cut",2.415,4.3465,5.2235,,-0.152542372881356
"FABP5,X00000064715","3,1",NonProt,6,1,0.847457627118644,"value>cut,value<cut",2.415,-0.0012,,,-0.152542372881356
CTH,3,NonProt,10,0.90909,0.785714285714286,value>cut,-0.9217,,,,-0.123375714285714
"LOC709056,SDK2","1,1",NonProt,6,1,0.762829403606103,"value<cut,value<cut",-0.40267,-0.78117,,,-0.237170596393898
"LOC719667,MAOA","3,2",NonProt,6,1,0.700525394045534,"value>cut,cut<value<cut",4.9985,0.293,0.6932,,-0.299474605954466
"X00000060253,CTH","1,3",NonProt,6,1,0.340694006309148,"value<cut,value>cut",1.2214,-0.9217,,,-0.659305993690852
"FABP5,F2RL3","3,2",NonProt,6,1,0.95959595959596,"value>cut,cut<value<cut",2.415,-4.2261,-1.5483,,-0.0404040404040404
"X00000037843,LOC709056","1,3",Prot,6,0.85714,0.200043330986238,"value<cut,value>cut",2.4787,0.8126,,,-0.657096669013762
"LOC719667,TRIM16","2,3",Prot,6,1,0.05136840108144,"cut<value<cut,value>cut",3.9415,4.95975,-0.9991,,-0.94863159891856
"STARD8,X00000064715","1,3",Prot,6,1,0.702184292082756,"value<cut,value>cut",0.6007,1.8326,,,-0.297815707917244
DLK1,3,NonProt,10,0.90909,0.833333333333333,value>cut,0.0903,,,,-0.0757566666666666
"DLK1,SDK2","3,1",NonProt,6,1,0.72463768115942,"value>cut,value<cut",0.0903,-0.6506,,,-0.27536231884058
"A1BG,SDK2","1,1",NonProt,6,1,0.568181818181818,"value<cut,value<cut",-1.9115,-0.6506,,,-0.431818181818182
"LOC709056,TRIM16","1,1",NonProt,6,1,0.512820512820513,"value<cut,value<cut",-0.354,-1.7125,,,-0.487179487179487
"VSTM1,DLK1","3,3",NonProt,6,0.90476,0.412371134020619,"value>cut,value>cut",5.19367,0.0903,,,-0.492388865979381
"X00000037843,CTH","3,3",NonProt,6,1,0.392441860465116,"value>cut,value>cut",2.7623,-0.9217,,,-0.607558139534884
"LILRB1,CTH","3,3",NonProt,6,1,0.462724935732648,"value>cut,value>cut",7.7465,-0.9217,,,-0.537275064267352
"CTH,X00000058427","2,2",Prot,6,1,0.144829916172217,"cut<value<cut,cut<value<cut",-1.5624,-0.9217,1.2889,1.8554,-0.855170083827784
"X00000053274,CTH","3,2",Prot,6,1,0.243293093867127,"value>cut,cut<value<cut",1.2815,-1.5624,-0.9217,,-0.756706906132873
"A1BG,SMIM2","1,3",NonProt,6,0.92857,0.539083557951483,"value<cut,value>cut",-1.9115,1.0622,,,-0.389486442048518
